LOCAL;LINEA;DESCRIP.LINEA;SUBINEA;DESCRIP.SUBL;CLASE;DESCRIP.CLASE;SUBCLASE;DESCRIP.SUBCLASE;MARCA;NUMBER;UPC;DESCRIP.PRODUCTO;P.VTA;P.CST;STOCK DISPONIBLE;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6905940        ;2000690594009;BOTELLA TINTA EPSON T544220 ;+000010690,00;+000006596,49;+000000006,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6905940        ;0010343941984;BOTELLA TINTA EPSON T544220 ;+000010690,00;+000006596,49;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6906138        ;2000690603800;BOTELLA TINTA EPSON T544320 ;+000010690,00;+000006609,05;+000000003,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6906138        ;0010343941991;BOTELLA TINTA EPSON T544320 ;+000010690,00;+000006609,05;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6906140        ;0010343942004;BOTELLA TINTA EPSON T544420 ;+000010690,00;+000006589,42;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;EPSON     ;6906140        ;2000690614004;BOTELLA TINTA EPSON T544420 ;+000010690,00;+000006589,42;+000000013,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;HP        ;8400672        ;0192545527583;TINTAS HP INCGT53 90ML BLACK;+000011990,00;+000007484,85;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110406;SUMINISTROS                   ;J11040601;TINTAS                        ;HP        ;8400672        ;2000840067209;TINTAS HP INCGT53 90ML BLACK;+000011990,00;+000007484,85;+000000009,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110409;PROM.COMPUTACION Y HOGAR      ;J11040901;PROM. GENERICAS COMPUTACION   ;KDT       ;80698227       ;9681209199729;Papel Fotoc Carta           ;+000012990,00;+000003350,00;+000000075,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110411;ALL IN ONE                    ;J11041101;TRADICIONAL AIO               ;HP        ;16604031       ;0196068562618;AIO HP 24-DF1508LA CI3 8G 51;+000819990,00;+000497904,50;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110411;ALL IN ONE                    ;J11041101;TRADICIONAL AIO               ;LENOVO    ;17495508       ;0198156989055;AIO 3 R5 8G 512GB 24 FHD WHI;+000659990,00;+000453326,49;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110411;ALL IN ONE                    ;J11041101;TRADICIONAL AIO               ;LENOVO    ;17495508       ;2000174955081;AIO 3 R5 8G 512GB 24 FHD WHI;+000659990,00;+000453326,49;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;16110273       ;4711081719762;NT ASUS VIVO PRO15 K3500 I5 ;+001299990,00;+000870999,32;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;16842113       ;4711387206263;NT ASUS E1504FA-NJ695W R5 8 ;+000629990,00;+000419384,98;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;16842113       ;2000168421134;NT ASUS E1504FA-NJ695W R5 8 ;+000629990,00;+000419384,98;+000000013,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;16842113       ;0197105655768;NT ASUS E1504FA-NJ695W R5 8 ;+000629990,00;+000419384,98;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;16894286       ;0197529770320;NTB IDEAPAD3 I3 N305 8 512 1;+000559990,00;+000373310,63;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;16894286       ;2000168942868;NTB IDEAPAD3 I3 N305 8 512 1;+000559990,00;+000373310,63;+000000015,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;16936052       ;0197497319033;NTB HP 15-eg0522la Ci7 16 51;+000949990,00;+000646406,50;-000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17031107       ;0197497318944;NTB HP 14-ef2001la/i7/16GB/5;+001899990,00;+001302595,98;-000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17059252       ;0197531863973;NT YOGA SLIM7 ULTRA155H 16 1;+001339990,00;+000785004,64;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17059252       ;2000170592525;NT YOGA SLIM7 ULTRA155H 16 1;+001339990,00;+000785004,64;+000000010,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ACER      ;17070601       ;2917070601007;NT ACER Core i3 12va/16/512 ;+000629990,00;+000413235,58;+000000003,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17113147       ;0198122843992;NTB 14-em0017la/R5/8GB/512GB;+000634990,00;+000435138,77;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17113147       ;2000171131471;NTB 14-em0017la/R5/8GB/512GB;+000634990,00;+000435138,77;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;17219280       ;4711387496282;NT ASUS UX3405 I7U 16GB 512G;+001489990,00;+001058034,94;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;SAMSUNG   ;17265607       ;8806095832593;Galaxy Book4 i5 512GB 16G RA;+000809990,00;+000539138,71;+000000025,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;SAMSUNG   ;17302542       ;8806095828138;GALAXY BOOK4 I7 512GB 16RAM ;+000999990,00;+000661158,88;+000000002,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;17336916       ;0195949080135;MAC MINI M4/10C/16GB/256GB S;+000809990,00;+000541169,00;+000000005,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;17336920       ;0195949867644;MBP 16 M4P/14C/24GB/512GB SL;+003339990,00;+002242009,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;17336923       ;0195949597138;IMAC 24 M4/10C/16GB/256GB BL;+002019990,00;+001352934,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;17374123       ;4711387764725;NT ASUS FA507 RZ 16GB 512GB ;+001509990,00;+001072923,42;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17382163       ;0198155192906;NTB LEN IP3 R5 8 512 15.6 FH;+000549990,00;+000386424,73;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17382163       ;2000173821639;NTB LEN IP3 R5 8 512 15.6 FH;+000549990,00;+000386424,73;+000000017,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;17407856       ;0195949891540;MBA 15 M4/10C/24GB/512GB SLV;+002299990,00;+001546211,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;17439034       ;4711387875575;NTB ASUS UX3405 I9 32GB 1TB ;+003409990,00;+001158410,35;+000000002,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461845       ;0198156398529;NT IP3 GEN10 I5 8 512 15 TOU;+000699990,00;+000456391,73;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461845       ;2000174618450;NT IP3 GEN10 I5 8 512 15 TOU;+000699990,00;+000456391,73;+000000041,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461848       ;2000174618481;NT IP3 GEN10 I7 16 512 TOUCH;+000899990,00;+000611023,05;+000000014,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461848       ;0198156807519;NT IP3 GEN10 I7 16 512 TOUCH;+000899990,00;+000611023,05;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461852       ;0198157170667;NT YOGA GEN10 R9 AI 32 1TB O;+001739990,00;+001096631,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17461852       ;2000174618528;NT YOGA GEN10 R9 AI 32 1TB O;+001739990,00;+001096631,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17468863       ;0199271063408;NT IP3 GEN 8 R5 8GB 512SSD 1;+000599990,00;+000415187,19;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17468863       ;2000174688637;NT IP3 GEN 8 R5 8GB 512SSD 1;+000599990,00;+000415187,19;+000000016,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;17479100       ;0195949838422;MBA 13 MDN/10C GPU/16GB/512G;+001629990,00;+001159656,00;+000000002,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17482527       ;2000174825278;HP 14-ek1012la I5/8GB/512/14;+000879990,00;+000612657,02;+000000002,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17482527       ;0198990206073;HP 14-ek1012la I5/8GB/512/14;+000879990,00;+000612657,02;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17500185       ;0198158453745;NT IP3 GEN10 I5 24 512 15.3 ;+000769990,00;+000531840,01;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17500185       ;2000175001855;NT IP3 GEN10 I5 24 512 15.3 ;+000769990,00;+000531840,01;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ACER      ;17506333       ;4711474473769;NTB 14P Ultra 5/16GB/512GB/A;+001099990,00;+000772333,65;+000000009,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17507571       ;0198990192529;PAVILION X360 14-EK1013L I3 ;+000749990,00;+000311121,44;-000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;17535913       ;4711387960561;NTB ASUS M3607 RZ9 16GB 512G;+001239990,00;+000835829,37;+000000009,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;17671739       ;2017671739007;DV_ PAVILION X360 14-EK1013L;+000274800,00;+000387976,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;17753706       ;2017753706002;DV_ NT IP3 i5 12450H 16 1TB ;+000409800,00;+000532484,13;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80641717       ;0195950488814;MBP 14 SB/10C/10C GPU/16GB/5;+002059990,00;+001468900,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80642046       ;0198990787152;HP R7/16/1TB/TNR PVCY ST HP ;+000819990,00;+000585266,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80642046       ;2000806420468;HP R7/16/1TB/TNR PVCY ST HP ;+000819990,00;+000585266,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80642047       ;2008064204707;HP U5-125/16/512/ IPS 300 HP;+000939990,00;+000667603,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80642047       ;0199251256417;HP U5-125/16/512/ IPS 300 HP;+000939990,00;+000667603,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80672768       ;2000806727680;HP R5-8540U/8/512/16P TACTIL;+000889990,00;+000634614,00;+000000013,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80672768       ;0199251256929;HP R5-8540U/8/512/16P TACTIL;+000889990,00;+000634614,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80676157       ;0199764911858;HP I3-L33/8/512/15.6        ;+000549990,00;+000388143,00;+000000007,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80676158       ;0198990788517;HP U7-225/16/512/16 2K      ;+001029990,00;+000732475,00;+000000003,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80709743       ;2000807997433;X1504 i5 16GB RAM 512GB 15  ;+000799990,00;+000539055,39;+000000028,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80709743       ;0199291103450;X1504 i5 16GB RAM 512GB 15  ;+000799990,00;+000539055,39;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80709744       ;2000807097447;X1504 Core 5 8GB RAM 512GB 1;+000739990,00;+000477311,40;+000000008,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80709744       ;0199291303690;X1504 Core 5 8GB RAM 512GB 1;+000739990,00;+000477311,40;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80719928       ;0199291242869;V3607 C7 RTX 5060 16GB RAM 5;+001609990,00;+001125845,08;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80719928       ;2000807199288;V3607 C7 RTX 5060 16GB RAM 5;+001609990,00;+001125845,08;+000000004,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ACER      ;80723710       ;4711474660138;15P Ryzen 7 20GB 512GB AMD R;+000749990,00;+000509644,94;+000000023,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;80724506       ;0199272292234;IP3 R7 7735HS 16 512 14 OLED;+000799990,00;+000562102,35;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;80724506       ;0199275512186;IP3 R7 7735HS 16 512 14 OLED;+000799990,00;+000562102,35;+000000024,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;80724506       ;2008072450608;IP3 R7 7735HS 16 512 14 OLED;+000799990,00;+000562102,35;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80724681       ;0195950690026;MB Air M5 13 16G 512G - Midn;+001359990,00;+000966379,00;+000000007,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80724682       ;0195950691436;MB Air M5 13 16G 512G - SkyB;+001359990,00;+000966379,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80724684       ;0195950712681;MB Pro M5Pro 16 24G 1TB - Si;+003249990,00;+002319320,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725439       ;0195950853506;MB NEO 13 8G 256G - ROSA    ;+000749990,00;+000502513,00;+000000010,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725440       ;0195950853971;MB NEO 13 8G 512G - ROSA    ;+000849990,00;+000579824,00;+000000008,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725441       ;0195950850680;MB NEO 13 8G 256G - PLATA   ;+000749990,00;+000502513,00;+000000007,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725442       ;0195950851151;MB NEO 13 8G 512G - PLATA   ;+000849990,00;+000579824,00;+000000005,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725443       ;0195950851625;MB NEO 13 8G 256G - AMARILLO;+000749990,00;+000502513,00;+000000002,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725444       ;0195950852097;MB NEO 13 8G 512G - AMARILLO;+000849990,00;+000579824,00;+000000013,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725445       ;0195950852561;MB NEO 13 8G 256G - AZUL    ;+000749990,00;+000502513,00;+000000006,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80725446       ;0195950853032;MB NEO 13 8G 512G - AZUL    ;+000849990,00;+000579824,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80726510       ;0199896331050;HP Ultra 5 8G 512           ;+000819990,00;+000582967,53;+000000004,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80726510       ;2000807265105;HP Ultra 5 8G 512           ;+000819990,00;+000582967,53;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;HP        ;80726511       ;0199896754361;HP Core 5 8G 512G           ;+000769990,00;+000545332,00;+000000024,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ACER      ;80734095       ;4711474822598;Ntb Acer R5 12G 512G        ;+000599990,00;+000408332,77;+000000011,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;80738039       ;0199272426431;NTB LOQe R7 7735HS 16 512 FH;+001099990,00;+000804194,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;LENOVO    ;80738039       ;2000807380396;NTB LOQe R7 7735HS 16 512 FH;+001099990,00;+000804194,00;+000000010,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80739038       ;2080739038008;M1502 RZ7 16GB RAM 512GB SSD;+000869990,00;+000614523,00;+000000029,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80742760       ;0195950687675;MB Air M5 13 16G 1TB - Silve;+001629990,00;+001159656,00;+000000003,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80744605       ;0195950694086;MB Air M5 15 16G 512G - Silv;+001629990,00;+001159656,00;+000000001,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;APPLE     ;80744605       ;2080744605004;MB Air M5 15 16G 512G - Silv;+001629990,00;+001159656,00;+000000000,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ACER      ;80758824       ;4711474631305;14 P Core i3/8GB/512GB/Intel;+000569990,00;+000403021,00;+000000009,00;
3660;J11;ELECTRO HOGAR                 ;J1104;COMPUTACION Y HOGAR           ;J110412;NOTEBOOK                      ;J11041201;TRADICIONAL NOTEBOOK          ;ASUS      ;80758849       ;2000807588495;Ultra X9 32G RAM1T SSD 14P 1;+003899990,00;+002618508,00;+000000005,00;
